account_id,district_id,Account_type,New_Date,New_Frequency,Card_Assigned
1037,1,Savings account,2020-02-18,Monthly Issuance,Silver
2656,1,Salary account,2020-02-18,Monthly Issuance,Silver
351,50,NRI account,2020-02-17,Monthly Issuance,Silver
424,12,NRI account,2020-02-17,Monthly Issuance,Silver
1141,28,Savings account,2020-02-16,Monthly Issuance,Silver
1264,1,NRI account,2020-02-16,Monthly Issuance,Silver
3059,1,Salary account,2020-02-15,Monthly Issuance,Silver
3959,1,NRI account,2020-02-15,Weekly Issuance,Diamond
1068,52,NRI account,2020-02-15,Monthly Issuance,Silver
10915,25,NRI account,2020-02-15,Weekly Issuance,Diamond
729,14,NRI account,2020-02-15,Monthly Issuance,Silver
796,1,NRI account,2020-02-13,Monthly Issuance,Silver
2381,1,NRI account,2020-02-13,Monthly Issuance,Silver
1430,26,Salary account,2020-02-13,Monthly Issuance,Silver
2085,25,Savings account,2020-02-13,Monthly Issuance,Silver
130,54,Salary account,2020-02-12,Monthly Issuance,Silver
828,1,Salary account,2020-02-12,Monthly Issuance,Silver
2042,31,Savings account,2020-02-12,Monthly Issuance,Silver
4358,5,NRI account,2020-02-12,Monthly Issuance,Silver
3565,30,Salary account,2020-02-12,Monthly Issuance,Silver
159,70,Salary account,2020-02-11,Monthly Issuance,Silver
11141,1,NRI account,2020-02-11,Weekly Issuance,Diamond
2477,11,NRI account,2020-02-11,Monthly Issuance,Silver
1182,8,Savings account,2020-02-11,Monthly Issuance,Silver
2126,1,NRI account,2020-02-09,Monthly Issuance,Silver
1418,35,Savings account,2020-02-09,Monthly Issuance,Silver
2537,27,Salary account,2020-02-09,Monthly Issuance,Silver
598,1,NRI account,2020-02-08,Monthly Issuance,Silver
2262,13,Savings account,2020-02-08,Monthly Issuance,Silver
1616,22,Salary account,2020-02-07,Monthly Issuance,Silver
1498,62,NRI account,2020-02-07,Weekly Issuance,Diamond
2455,30,Savings account,2020-02-06,Monthly Issuance,Silver
3633,18,Savings account,2020-02-06,Monthly Issuance,Silver
4026,58,NRI account,2020-02-06,Monthly Issuance,Silver
3620,14,Salary account,2020-02-06,Monthly Issuance,Silver
4550,56,Salary account,2020-02-06,Monthly Issuance,Silver
2021,69,Salary account,2020-02-05,Monthly Issuance,Silver
11231,1,NRI account,2020-02-05,Monthly Issuance,Silver
4266,54,Salary account,2020-02-05,Monthly Issuance,Silver
605,65,Savings account,2020-02-04,Monthly Issuance,Silver
3990,77,Savings account,2020-02-04,Monthly Issuance,Silver
910,1,Savings account,2020-02-03,Monthly Issuance,Silver
3794,20,Salary account,2020-02-03,Monthly Issuance,Silver
3546,55,Savings account,2020-02-03,Monthly Issuance,Silver
1854,32,Savings account,2020-02-02,Monthly Issuance,Silver
3659,54,NRI account,2020-02-01,Monthly Issuance,Silver
1356,39,Savings account,2020-02-01,Monthly Issuance,Silver
1656,47,Salary account,2020-02-01,Monthly Issuance,Silver
2103,48,NRI account,2020-02-01,Monthly Issuance,Silver
3861,2,Savings account,2020-01-30,Monthly Issuance,Silver
3067,46,Savings account,2020-01-30,Monthly Issuance,Silver
52,16,Savings account,2020-01-29,Monthly Issuance,Silver
1853,7,Salary account,2020-01-29,Monthly Issuance,Silver
8742,70,Savings account,2020-01-28,Monthly Issuance,Silver
2229,1,Salary account,2020-01-27,Monthly Issuance,Silver
4052,36,NRI account,2020-01-25,Weekly Issuance,Diamond
3964,25,Salary account,2020-01-25,Monthly Issuance,Silver
3681,70,Salary account,2020-01-25,Monthly Issuance,Silver
3961,52,Savings account,2020-01-24,Monthly Issuance,Silver
3379,63,NRI account,2020-01-24,Monthly Issuance,Silver
1651,34,NRI account,2020-01-23,Monthly Issuance,Silver
320,47,Salary account,2020-01-23,Monthly Issuance,Silver
6138,54,Savings account,2020-01-22,Monthly Issuance,Silver
1840,21,Savings account,2020-01-22,Monthly Issuance,Silver
3471,63,Salary account,2020-01-22,Monthly Issuance,Silver
480,23,Salary account,2020-01-21,Monthly Issuance,Silver
2535,61,Salary account,2020-01-21,Monthly Issuance,Silver
9179,28,Salary account,2020-01-21,Monthly Issuance,Silver
2299,1,Salary account,2020-01-21,Monthly Issuance,Silver
364,1,Savings account,2020-01-20,Monthly Issuance,Silver
2696,1,NRI account,2020-01-19,Monthly Issuance,Silver
1214,39,Savings account,2020-01-19,Monthly Issuance,Silver
1262,29,Salary account,2020-01-19,Monthly Issuance,Silver
8320,51,Salary account,2020-01-19,Monthly Issuance,Silver
3910,10,Savings account,2020-01-19,Monthly Issuance,Silver
4534,63,Savings account,2020-01-18,Monthly Issuance,Silver
872,27,NRI account,2020-01-18,Monthly Issuance,Silver
2854,1,Salary account,2020-01-18,Monthly Issuance,Silver
9549,4,Savings account,2020-01-17,Monthly Issuance,Silver
3304,36,Savings account,2020-01-16,Monthly Issuance,Silver
3908,13,Savings account,2020-01-16,Monthly Issuance,Silver
9031,47,Savings account,2020-01-15,Monthly Issuance,Silver
3375,9,NRI account,2020-01-15,Monthly Issuance,Silver
2571,61,Savings account,2020-01-15,Monthly Issuance,Silver
512,68,Savings account,2020-01-14,Monthly Issuance,Silver
2300,36,Salary account,2020-01-13,Monthly Issuance,Silver
10148,34,Savings account,2020-01-13,Monthly Issuance,Silver
1707,75,NRI account,2020-01-13,Monthly Issuance,Silver
11244,33,NRI account,2020-01-12,Monthly Issuance,Silver
3470,8,NRI account,2020-01-12,Monthly Issuance,Silver
3110,48,Savings account,2020-01-12,Monthly Issuance,Silver
6064,49,NRI account,2020-01-11,Monthly Issuance,Silver
2981,46,Salary account,2020-01-11,Monthly Issuance,Silver
3527,44,NRI account,2020-01-11,Monthly Issuance,Silver
3005,42,NRI account,2020-01-11,Issuance After Transaction,Gold
752,23,NRI account,2020-01-10,Monthly Issuance,Silver
10493,12,Savings account,2020-01-09,Monthly Issuance,Silver
2964,72,Savings account,2020-01-09,Monthly Issuance,Silver
4354,38,NRI account,2020-01-08,Monthly Issuance,Silver
3639,4,Savings account,2020-01-08,Monthly Issuance,Silver
1677,69,Savings account,2020-01-08,Monthly Issuance,Silver
2653,66,NRI account,2020-01-08,Monthly Issuance,Silver
3870,38,NRI account,2020-01-08,Monthly Issuance,Silver
17,1,NRI account,2020-01-08,Monthly Issuance,Silver
537,34,Salary account,2020-01-08,Monthly Issuance,Silver
294,7,Savings account,2020-01-05,Monthly Issuance,Silver
3540,18,Savings account,2020-01-03,Monthly Issuance,Silver
263,64,Savings account,2020-01-03,Weekly Issuance,Diamond
4660,63,Savings account,2020-01-03,Monthly Issuance,Silver
1221,45,NRI account,2020-01-02,Monthly Issuance,Silver
1860,70,Savings account,2020-01-02,Monthly Issuance,Silver
2689,70,Salary account,2020-01-01,Monthly Issuance,Silver
9730,54,Savings account,2020-01-01,Monthly Issuance,Silver
1387,67,NRI account,2020-01-01,Monthly Issuance,Silver
2637,70,Savings account,2020-01-01,Monthly Issuance,Silver
10404,1,Savings account,2019-12-30,Monthly Issuance,Silver
528,17,Savings account,2019-12-30,Monthly Issuance,Silver
9424,54,Salary account,2019-12-30,Monthly Issuance,Silver
3190,1,Salary account,2019-12-30,Monthly Issuance,Silver
1390,69,Salary account,2019-12-30,Monthly Issuance,Silver
1988,72,Salary account,2019-12-30,Monthly Issuance,Silver
2362,16,Savings account,2019-12-30,Monthly Issuance,Silver
2064,54,Savings account,2019-12-30,Monthly Issuance,Silver
2852,70,NRI account,2019-12-29,Monthly Issuance,Silver
3043,1,Salary account,2019-12-29,Monthly Issuance,Silver
6706,38,Savings account,2019-12-28,Monthly Issuance,Silver
2507,62,Salary account,2019-12-28,Monthly Issuance,Silver
3387,25,Salary account,2019-12-28,Weekly Issuance,Diamond
3991,1,NRI account,2019-12-28,Monthly Issuance,Silver
1056,1,Salary account,2019-12-28,Weekly Issuance,Diamond
7966,54,Salary account,2019-12-27,Monthly Issuance,Silver
2408,26,Salary account,2019-12-27,Monthly Issuance,Silver
592,23,Savings account,2019-12-27,Monthly Issuance,Silver
1195,42,NRI account,2019-12-27,Monthly Issuance,Silver
2261,1,Savings account,2019-12-27,Weekly Issuance,Diamond
8341,64,NRI account,2019-12-27,Monthly Issuance,Silver
252,19,NRI account,2019-12-26,Monthly Issuance,Silver
7045,51,Salary account,2019-12-26,Monthly Issuance,Silver
3941,7,Salary account,2019-12-26,Monthly Issuance,Silver
2761,1,Savings account,2019-12-26,Monthly Issuance,Silver
2699,73,NRI account,2019-12-25,Monthly Issuance,Silver
935,23,NRI account,2019-12-25,Monthly Issuance,Silver
2777,62,NRI account,2019-12-25,Monthly Issuance,Silver
1659,46,Savings account,2019-12-25,Monthly Issuance,Silver
1884,54,NRI account,2019-12-24,Monthly Issuance,Silver
434,1,Savings account,2019-12-24,Monthly Issuance,Silver
2875,19,NRI account,2019-12-24,Monthly Issuance,Silver
2532,38,NRI account,2019-12-24,Monthly Issuance,Silver
3029,42,Salary account,2019-12-24,Monthly Issuance,Silver
2356,34,Salary account,2019-12-23,Weekly Issuance,Diamond
333,73,Salary account,2019-12-23,Monthly Issuance,Silver
2441,47,Savings account,2019-12-22,Monthly Issuance,Silver
193,69,NRI account,2019-12-22,Monthly Issuance,Silver
3390,12,Savings account,2019-12-22,Weekly Issuance,Diamond
3393,4,Savings account,2019-12-22,Monthly Issuance,Silver
440,29,Savings account,2019-12-22,Monthly Issuance,Silver
4454,63,NRI account,2019-12-21,Monthly Issuance,Silver
595,20,NRI account,2019-12-21,Monthly Issuance,Silver
1391,15,Salary account,2019-12-21,Monthly Issuance,Silver
3438,35,NRI account,2019-12-21,Monthly Issuance,Silver
1553,59,NRI account,2019-12-21,Monthly Issuance,Silver
10645,2,Salary account,2019-12-21,Monthly Issuance,Silver
2531,51,Savings account,2019-12-21,Monthly Issuance,Silver
1081,64,Savings account,2019-12-21,Monthly Issuance,Silver
3182,6,NRI account,2019-12-20,Monthly Issuance,Silver
765,12,Savings account,2019-12-20,Monthly Issuance,Silver
3412,31,NRI account,2019-12-20,Monthly Issuance,Silver
2610,54,Savings account,2019-12-20,Monthly Issuance,Silver
7465,1,Savings account,2019-12-19,Weekly Issuance,Diamond
1362,1,NRI account,2019-12-19,Monthly Issuance,Silver
4794,72,Savings account,2019-12-18,Monthly Issuance,Silver
2827,70,Salary account,2019-12-18,Monthly Issuance,Silver
3024,1,Salary account,2019-12-18,Monthly Issuance,Silver
1618,6,NRI account,2019-12-18,Monthly Issuance,Silver
6510,74,NRI account,2019-12-18,Monthly Issuance,Silver
2386,12,NRI account,2019-12-17,Monthly Issuance,Silver
3411,19,Salary account,2019-12-17,Monthly Issuance,Silver
505,64,NRI account,2019-12-16,Monthly Issuance,Silver
1817,10,Savings account,2019-12-16,Monthly Issuance,Silver
3125,37,Savings account,2019-12-16,Monthly Issuance,Silver
2734,53,NRI account,2019-12-16,Monthly Issuance,Silver
3137,39,Savings account,2019-12-15,Monthly Issuance,Silver
2376,71,Salary account,2019-12-14,Monthly Issuance,Silver
2995,51,Salary account,2019-12-14,Monthly Issuance,Silver
3984,51,Savings account,2019-12-14,Monthly Issuance,Silver
659,63,Salary account,2019-12-14,Monthly Issuance,Silver
3452,63,Savings account,2019-12-13,Monthly Issuance,Silver
3450,1,NRI account,2019-12-13,Monthly Issuance,Silver
1557,66,Savings account,2019-12-13,Monthly Issuance,Silver
1316,42,Salary account,2019-12-13,Monthly Issuance,Silver
3893,42,NRI account,2019-12-13,Monthly Issuance,Silver
2873,70,Savings account,2019-12-13,Monthly Issuance,Silver
3962,54,NRI account,2019-12-13,Monthly Issuance,Silver
1218,1,Salary account,2019-12-12,Monthly Issuance,Silver
561,11,NRI account,2019-12-12,Monthly Issuance,Silver
4631,77,NRI account,2019-12-12,Issuance After Transaction,Gold
1055,29,Salary account,2019-12-12,Monthly Issuance,Silver
9153,9,Savings account,2019-12-12,Monthly Issuance,Silver
1368,22,Salary account,2019-12-12,Monthly Issuance,Silver
1587,1,NRI account,2019-12-11,Monthly Issuance,Silver
905,35,NRI account,2019-12-11,Monthly Issuance,Silver
980,1,Salary account,2019-12-11,Monthly Issuance,Silver
3430,9,NRI account,2019-12-10,Monthly Issuance,Silver
11096,28,Salary account,2019-12-10,Monthly Issuance,Silver
3090,1,Savings account,2019-12-10,Monthly Issuance,Silver
5817,77,Salary account,2019-12-10,Issuance After Transaction,Gold
3290,19,Salary account,2019-12-09,Monthly Issuance,Silver
2963,31,Savings account,2019-12-09,Monthly Issuance,Silver
1361,46,Salary account,2019-12-09,Monthly Issuance,Silver
664,1,NRI account,2019-12-08,Monthly Issuance,Silver
5133,68,Salary account,2019-12-08,Weekly Issuance,Diamond
880,26,Salary account,2019-12-08,Monthly Issuance,Silver
1482,38,Savings account,2019-12-08,Monthly Issuance,Silver
7176,1,NRI account,2019-12-07,Monthly Issuance,Silver
8225,50,NRI account,2019-12-07,Monthly Issuance,Silver
1083,45,Salary account,2019-12-06,Monthly Issuance,Silver
2286,70,Salary account,2019-12-06,Monthly Issuance,Silver
2060,13,Savings account,2019-12-05,Monthly Issuance,Silver
2115,8,NRI account,2019-12-05,Monthly Issuance,Silver
24,74,Salary account,2019-12-05,Monthly Issuance,Silver
2544,38,Savings account,2019-12-04,Monthly Issuance,Silver
599,54,NRI account,2019-12-04,Monthly Issuance,Silver
2590,47,Salary account,2019-12-04,Monthly Issuance,Silver
2589,10,Salary account,2019-12-04,Monthly Issuance,Silver
2545,1,Savings account,2019-12-04,Monthly Issuance,Silver
1735,42,Salary account,2019-12-04,Monthly Issuance,Silver
3312,30,Savings account,2019-12-04,Monthly Issuance,Silver
2916,6,Savings account,2019-12-03,Monthly Issuance,Silver
3018,34,Savings account,2019-12-03,Monthly Issuance,Silver
249,28,Savings account,2019-12-03,Monthly Issuance,Silver
3602,18,NRI account,2019-12-03,Monthly Issuance,Silver
3856,45,Salary account,2019-12-03,Monthly Issuance,Silver
805,10,NRI account,2019-12-02,Monthly Issuance,Silver
3377,74,NRI account,2019-12-02,Monthly Issuance,Silver
1296,50,Savings account,2019-12-02,Monthly Issuance,Silver
1435,1,Salary account,2019-12-01,Monthly Issuance,Silver
3507,9,Savings account,2019-12-01,Monthly Issuance,Silver
712,72,Salary account,2019-12-01,Monthly Issuance,Silver
10280,69,Salary account,2019-12-01,Monthly Issuance,Silver
1754,52,Savings account,2019-12-01,Monthly Issuance,Silver
79,3,NRI account,2019-11-29,Monthly Issuance,Silver
3799,74,NRI account,2019-11-29,Monthly Issuance,Silver
1460,54,NRI account,2019-11-29,Monthly Issuance,Silver
7745,2,Savings account,2019-11-29,Monthly Issuance,Silver
14,47,Salary account,2019-11-27,Monthly Issuance,Silver
549,5,NRI account,2019-11-27,Monthly Issuance,Silver
143,21,NRI account,2019-11-27,Monthly Issuance,Silver
1943,9,NRI account,2019-11-26,Monthly Issuance,Silver
2090,40,Savings account,2019-11-26,Monthly Issuance,Silver
2636,18,Savings account,2019-11-26,Monthly Issuance,Silver
8523,54,NRI account,2019-11-25,Monthly Issuance,Silver
2398,70,Salary account,2019-11-25,Monthly Issuance,Silver
1712,44,Savings account,2019-11-25,Monthly Issuance,Silver
3282,1,Salary account,2019-11-24,Monthly Issuance,Silver
330,42,Salary account,2019-11-24,Monthly Issuance,Silver
1242,74,Salary account,2019-11-24,Issuance After Transaction,Gold
1393,1,Savings account,2019-11-24,Monthly Issuance,Silver
2303,41,NRI account,2019-11-24,Monthly Issuance,Silver
3708,64,Salary account,2019-11-24,Monthly Issuance,Silver
209,37,Savings account,2019-11-24,Monthly Issuance,Silver
8094,67,Savings account,2019-11-24,Monthly Issuance,Silver
2601,70,NRI account,2019-11-24,Monthly Issuance,Silver
7,60,Salary account,2019-11-24,Monthly Issuance,Silver
1347,8,Salary account,2019-11-24,Monthly Issuance,Silver
546,8,Savings account,2019-11-23,Monthly Issuance,Silver
3862,1,Salary account,2019-11-23,Monthly Issuance,Silver
2898,54,Salary account,2019-11-23,Monthly Issuance,Silver
3517,26,Salary account,2019-11-22,Monthly Issuance,Silver
2264,41,Savings account,2019-11-22,Monthly Issuance,Silver
8688,66,Savings account,2019-11-22,Monthly Issuance,Silver
513,58,Salary account,2019-11-21,Monthly Issuance,Silver
1549,21,Savings account,2019-11-21,Monthly Issuance,Silver
3093,16,Savings account,2019-11-21,Monthly Issuance,Silver
10905,32,Savings account,2019-11-21,Monthly Issuance,Silver
2234,3,Salary account,2019-11-21,Monthly Issuance,Silver
2285,36,Savings account,2019-11-21,Monthly Issuance,Silver
3809,1,NRI account,2019-11-21,Monthly Issuance,Silver
1546,15,Salary account,2019-11-20,Monthly Issuance,Silver
2826,35,Salary account,2019-11-20,Monthly Issuance,Silver
797,57,NRI account,2019-11-20,Monthly Issuance,Silver
530,54,NRI account,2019-11-19,Monthly Issuance,Silver
508,74,NRI account,2019-11-19,Monthly Issuance,Silver
341,28,Savings account,2019-11-19,Monthly Issuance,Silver
3256,40,Savings account,2019-11-19,Monthly Issuance,Silver
4033,57,Salary account,2019-11-19,Monthly Issuance,Silver
5878,76,Savings account,2019-11-19,Monthly Issuance,Silver
77,63,Savings account,2019-11-19,Monthly Issuance,Silver
1320,58,Savings account,2019-11-18,Monthly Issuance,Silver
3376,58,NRI account,2019-11-17,Monthly Issuance,Silver
1260,5,Savings account,2019-11-17,Monthly Issuance,Silver
1021,42,Salary account,2019-11-17,Monthly Issuance,Silver
48,21,Savings account,2019-11-17,Monthly Issuance,Silver
4069,38,Salary account,2019-11-17,Monthly Issuance,Silver
3564,14,NRI account,2019-11-17,Monthly Issuance,Silver
63,22,Salary account,2019-11-16,Monthly Issuance,Silver
1991,1,NRI account,2019-11-16,Monthly Issuance,Silver
3291,45,NRI account,2019-11-16,Monthly Issuance,Silver
2385,60,Savings account,2019-11-15,Monthly Issuance,Silver
2032,36,Salary account,2019-11-14,Monthly Issuance,Silver
570,3,Savings account,2019-11-14,Monthly Issuance,Silver
993,6,NRI account,2019-11-14,Monthly Issuance,Silver
3884,1,Salary account,2019-11-14,Monthly Issuance,Silver
3765,32,NRI account,2019-11-14,Monthly Issuance,Silver
3589,5,NRI account,2019-11-13,Monthly Issuance,Silver
2967,38,NRI account,2019-11-13,Monthly Issuance,Silver
3437,1,NRI account,2019-11-13,Monthly Issuance,Silver
4102,60,NRI account,2019-11-13,Monthly Issuance,Silver
3498,31,Salary account,2019-11-12,Monthly Issuance,Silver
2258,3,Savings account,2019-11-12,Monthly Issuance,Silver
3177,74,Salary account,2019-11-12,Monthly Issuance,Silver
1638,6,Savings account,2019-11-12,Weekly Issuance,Diamond
3819,69,Salary account,2019-11-11,Monthly Issuance,Silver
6157,34,Salary account,2019-11-11,Monthly Issuance,Silver
1326,52,NRI account,2019-11-11,Monthly Issuance,Silver
4286,43,Savings account,2019-11-11,Monthly Issuance,Silver
3224,55,Salary account,2019-11-10,Monthly Issuance,Silver
829,59,Savings account,2019-11-10,Monthly Issuance,Silver
511,14,NRI account,2019-11-10,Monthly Issuance,Silver
3560,57,Salary account,2019-11-10,Monthly Issuance,Silver
1555,34,Savings account,2019-11-10,Monthly Issuance,Silver
2160,72,Salary account,2019-11-10,Monthly Issuance,Silver
4383,73,NRI account,2019-11-10,Monthly Issuance,Silver
2517,55,Savings account,2019-11-10,Issuance After Transaction,Gold
2107,70,Salary account,2019-11-09,Monthly Issuance,Silver
9333,36,Savings account,2019-11-08,Monthly Issuance,Silver
4753,1,Savings account,2019-11-07,Monthly Issuance,Silver
9528,19,Salary account,2019-11-07,Monthly Issuance,Silver
91,17,NRI account,2019-11-06,Monthly Issuance,Silver
3615,46,NRI account,2019-11-05,Monthly Issuance,Silver
1324,42,Savings account,2019-11-05,Monthly Issuance,Silver
431,18,NRI account,2019-11-05,Monthly Issuance,Silver
11328,54,NRI account,2019-11-05,Monthly Issuance,Silver
3626,51,Savings account,2019-11-05,Monthly Issuance,Silver
1899,26,NRI account,2019-11-05,Monthly Issuance,Silver
2130,46,NRI account,2019-11-04,Monthly Issuance,Silver
714,23,Salary account,2019-11-04,Monthly Issuance,Silver
255,68,Savings account,2019-11-03,Monthly Issuance,Silver
2193,44,NRI account,2019-11-03,Monthly Issuance,Silver
9455,73,NRI account,2019-11-03,Monthly Issuance,Silver
3557,72,Salary account,2019-11-02,Monthly Issuance,Silver
1663,55,Savings account,2019-11-02,Monthly Issuance,Silver
6265,5,NRI account,2019-11-01,Monthly Issuance,Silver
1683,77,Savings account,2019-11-01,Monthly Issuance,Silver
6440,1,Salary account,2019-11-01,Monthly Issuance,Silver
926,36,Savings account,2019-11-01,Monthly Issuance,Silver
2685,67,NRI account,2019-11-01,Monthly Issuance,Silver
2279,2,Salary account,2019-10-30,Weekly Issuance,Diamond
1478,5,Salary account,2019-10-30,Monthly Issuance,Silver
3228,29,NRI account,2019-10-30,Monthly Issuance,Silver
221,19,NRI account,2019-10-30,Monthly Issuance,Silver
3022,64,NRI account,2019-10-30,Monthly Issuance,Silver
122,31,Savings account,2019-10-30,Monthly Issuance,Silver
2418,64,Savings account,2019-10-29,Monthly Issuance,Silver
806,13,Salary account,2019-10-29,Monthly Issuance,Silver
65,36,Savings account,2019-10-29,Monthly Issuance,Silver
9201,69,Savings account,2019-10-28,Monthly Issuance,Silver
888,54,Salary account,2019-10-28,Monthly Issuance,Silver
4715,8,Savings account,2019-10-28,Monthly Issuance,Silver
3956,6,Salary account,2019-10-28,Monthly Issuance,Silver
4375,39,Savings account,2019-10-28,Monthly Issuance,Silver
1855,34,NRI account,2019-10-27,Monthly Issuance,Silver
224,15,Salary account,2019-10-27,Monthly Issuance,Silver
281,1,NRI account,2019-10-27,Monthly Issuance,Silver
199,70,Savings account,2019-10-26,Monthly Issuance,Silver
778,68,NRI account,2019-10-26,Monthly Issuance,Silver
3811,1,NRI account,2019-10-26,Monthly Issuance,Silver
1785,52,NRI account,2019-10-25,Monthly Issuance,Silver
5912,45,Salary account,2019-10-25,Monthly Issuance,Silver
1176,19,NRI account,2019-10-24,Monthly Issuance,Silver
272,11,Salary account,2019-10-23,Monthly Issuance,Silver
366,1,Salary account,2019-10-23,Monthly Issuance,Silver
1226,1,Salary account,2019-10-23,Monthly Issuance,Silver
2759,46,Salary account,2019-10-23,Monthly Issuance,Silver
6902,60,Savings account,2019-10-22,Monthly Issuance,Silver
3877,59,Salary account,2019-10-22,Monthly Issuance,Silver
2290,37,Savings account,2019-10-22,Monthly Issuance,Silver
1330,68,NRI account,2019-10-22,Monthly Issuance,Silver
9037,1,Salary account,2019-10-22,Monthly Issuance,Silver
1464,73,NRI account,2019-10-21,Monthly Issuance,Silver
1819,55,Savings account,2019-10-21,Weekly Issuance,Diamond
2502,32,Savings account,2019-10-21,Monthly Issuance,Silver
1888,6,Salary account,2019-10-21,Monthly Issuance,Silver
5317,28,NRI account,2019-10-20,Monthly Issuance,Silver
6592,1,Salary account,2019-10-20,Monthly Issuance,Silver
1060,6,Savings account,2019-10-20,Monthly Issuance,Silver
473,73,NRI account,2019-10-20,Monthly Issuance,Silver
1745,53,Salary account,2019-10-19,Monthly Issuance,Silver
1090,69,NRI account,2019-10-19,Monthly Issuance,Silver
329,3,NRI account,2019-10-19,Monthly Issuance,Silver
975,1,NRI account,2019-10-19,Monthly Issuance,Silver
3143,38,NRI account,2019-10-18,Monthly Issuance,Silver
2709,2,Savings account,2019-10-18,Monthly Issuance,Silver
1541,60,NRI account,2019-10-18,Monthly Issuance,Silver
305,34,NRI account,2019-10-18,Monthly Issuance,Silver
3690,67,Savings account,2019-10-18,Issuance After Transaction,Gold
3766,29,Savings account,2019-10-18,Issuance After Transaction,Gold
3454,32,Savings account,2019-10-17,Monthly Issuance,Silver
2046,68,NRI account,2019-10-17,Monthly Issuance,Silver
1492,24,Salary account,2019-10-17,Monthly Issuance,Silver
3776,1,Salary account,2019-10-16,Monthly Issuance,Silver
1577,67,NRI account,2019-10-16,Monthly Issuance,Silver
8784,1,Salary account,2019-10-16,Monthly Issuance,Silver
1645,50,NRI account,2019-10-16,Monthly Issuance,Silver
713,58,NRI account,2019-10-15,Monthly Issuance,Silver
11325,62,Savings account,2019-10-15,Monthly Issuance,Silver
8628,2,Savings account,2019-10-15,Issuance After Transaction,Gold
4493,61,Salary account,2019-10-15,Issuance After Transaction,Gold
410,49,Savings account,2019-10-15,Monthly Issuance,Silver
2988,66,Salary account,2019-10-14,Issuance After Transaction,Gold
3314,25,Salary account,2019-10-14,Monthly Issuance,Silver
4949,33,Savings account,2019-10-14,Monthly Issuance,Silver
9677,8,NRI account,2019-10-13,Monthly Issuance,Silver
342,64,NRI account,2019-10-13,Monthly Issuance,Silver
536,14,NRI account,2019-10-13,Monthly Issuance,Silver
350,47,Savings account,2019-10-13,Monthly Issuance,Silver
2475,17,Savings account,2019-10-13,Monthly Issuance,Silver
10063,4,Salary account,2019-10-13,Weekly Issuance,Diamond
581,26,Savings account,2019-10-13,Monthly Issuance,Silver
6950,36,Savings account,2019-10-12,Monthly Issuance,Silver
3271,8,NRI account,2019-10-12,Monthly Issuance,Silver
3329,3,Savings account,2019-10-12,Monthly Issuance,Silver
4090,72,Savings account,2019-10-11,Monthly Issuance,Silver
3249,74,Savings account,2019-10-11,Monthly Issuance,Silver
472,8,Salary account,2019-10-11,Monthly Issuance,Silver
1777,60,NRI account,2019-10-10,Monthly Issuance,Silver
1003,28,Savings account,2019-10-10,Monthly Issuance,Silver
3394,23,Salary account,2019-10-09,Monthly Issuance,Silver
7636,40,Savings account,2019-10-08,Monthly Issuance,Silver
3175,50,NRI account,2019-10-08,Monthly Issuance,Silver
1812,31,NRI account,2019-10-08,Monthly Issuance,Silver
10607,52,Savings account,2019-10-08,Monthly Issuance,Silver
2999,66,NRI account,2019-10-08,Monthly Issuance,Silver
921,10,Salary account,2019-10-08,Monthly Issuance,Silver
2934,1,Salary account,2019-10-08,Monthly Issuance,Silver
261,54,NRI account,2019-10-07,Monthly Issuance,Silver
2240,36,NRI account,2019-10-07,Monthly Issuance,Silver
2657,55,Savings account,2019-10-07,Monthly Issuance,Silver
1558,32,NRI account,2019-10-06,Monthly Issuance,Silver
2465,57,Savings account,2019-10-06,Monthly Issuance,Silver
814,76,Salary account,2019-10-06,Monthly Issuance,Silver
325,75,Savings account,2019-10-06,Monthly Issuance,Silver
3904,18,NRI account,2019-10-05,Monthly Issuance,Silver
2252,1,NRI account,2019-10-05,Monthly Issuance,Silver
826,44,Salary account,2019-10-05,Monthly Issuance,Silver
1008,13,NRI account,2019-10-05,Monthly Issuance,Silver
3913,23,NRI account,2019-10-04,Monthly Issuance,Silver
822,40,Salary account,2019-10-04,Monthly Issuance,Silver
1155,43,NRI account,2019-10-04,Monthly Issuance,Silver
2807,42,Salary account,2019-10-04,Monthly Issuance,Silver
1751,53,NRI account,2019-10-04,Monthly Issuance,Silver
3158,71,NRI account,2019-10-03,Monthly Issuance,Silver
3071,41,Savings account,2019-10-03,Monthly Issuance,Silver
1586,1,Salary account,2019-10-03,Monthly Issuance,Silver
3232,37,Salary account,2019-10-02,Monthly Issuance,Silver
618,1,Savings account,2019-10-02,Monthly Issuance,Silver
1502,1,NRI account,2019-10-02,Monthly Issuance,Silver
10857,50,Savings account,2019-10-02,Monthly Issuance,Silver
692,69,Savings account,2019-10-02,Monthly Issuance,Silver
3843,62,Salary account,2019-10-02,Monthly Issuance,Silver
569,76,Salary account,2019-10-01,Monthly Issuance,Silver
1500,43,Savings account,2019-10-01,Monthly Issuance,Silver
2561,59,NRI account,2019-09-29,Monthly Issuance,Silver
972,46,Salary account,2019-09-29,Monthly Issuance,Silver
698,71,NRI account,2019-09-29,Monthly Issuance,Silver
2294,46,Salary account,2019-09-29,Monthly Issuance,Silver
2373,14,Salary account,2019-09-29,Monthly Issuance,Silver
241,15,NRI account,2019-09-29,Monthly Issuance,Silver
2483,1,Salary account,2019-09-29,Monthly Issuance,Silver
